id,name,asset_type,raw_asset_ids,tags,location_id,street_address,unit,unit_type,municipality,city,state,zip_code,parcel_id,residence,iffy_geocoding,available_transportation,parent_location,url,email,phone,hours_of_operation,holiday_hours_of_operation,periodicity,capacity,wifi_network,internet_access,computers_available,accessibility,open_to_public,child_friendly,sensitive,do_not_display,localizability,services,hard_to_count_population,data_source_names,data_source_urls,organization_name,organization_phone,organization_email,etl_notes,latitude,longitude,full_address,geom_type,census_tract,allegheny_county_municipality,geocoding_status
209957,GAELIC ARTS SOCIETY OF PITTSBURGH,community_nonprofit_orgs,4873,,45500,PO BOX 97704,,,,PITTSBURGH,PA,15227-0104,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Arts, Cultural Organizations -",,,"PO BOX 97704, PITTSBURGH, PA 15227-0104",,,,Unable to geocode this address to a single unambigous point.
209929,FURKID RESCUE INC,community_nonprofit_orgs,4845,,66810,PO BOX 5,,,,SOUTH PARK,PA,15129-0005,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Animal Protection and Welfare,,,"PO BOX 5, SOUTH PARK, PA 15129-0005",,,,Unable to geocode this address to a single unambigous point.
210376,HARRISON HILLS VOLUNTEER FIRE COMPANY NO 4,community_nonprofit_orgs,5292,,41609,PO BOX 221,,,,NATRONA HTS,PA,15065-0221,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Fire Prevention, Protection, C",,,"PO BOX 221, NATRONA HTS, PA 15065-0221",,,,Unable to geocode this address to a single unambigous point.
210359,HARMONY SINGERS OF PITTSBURGH INC,community_nonprofit_orgs,5275,,49011,PO BOX 571,,,,BETHEL PARK,PA,15102-0571,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,,,"PO BOX 571, BETHEL PARK, PA 15102-0571",,,,Unable to geocode this address to a single unambigous point.
210357,HARMARVILLE OUTREACH PROGRAMS AND EDUCATIONAL NETWORK (HOPE NETWORK),community_nonprofit_orgs,5273,,34276,320 GUYS RUN ROAD,,,,PITTSBURGH,PA,15238-0000,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Developmentally Disabled Cente,,,"320 GUYS RUN ROAD, PITTSBURGH, PA 15238-0000",,,,Unable to geocode this address to a single unambigous point.
210356,HARMAR SOCCER CLUB,community_nonprofit_orgs,5272,,52705,PO BOX 213,,,,HARWICK,PA,15049-0213,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Soccer Clubs, Leagues",,,"PO BOX 213, HARWICK, PA 15049-0213",,,,Unable to geocode this address to a single unambigous point.
209925,FUND FOR FERAL CATS,community_nonprofit_orgs,4841,,60694,PO BOX 55135,,,,PITTSBURGH,PA,15207-0135,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Animal Protection and Welfare,,,"PO BOX 55135, PITTSBURGH, PA 15207-0135",,,,Unable to geocode this address to a single unambigous point.
209921,FUN AND FREEDOM BASKETBALL INC,community_nonprofit_orgs,4837,,18248,PO BOX 63,,,,TARENTUM,PA,15084-0063,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Youth Development Programs, Ot",,,"PO BOX 63, TARENTUM, PA 15084-0063",,,,Unable to geocode this address to a single unambigous point.
209919,FULL GOSPEL MISSION CHURCH OF PENN HILLS,community_nonprofit_orgs,4835,,48966,PO BOX 4742,,,,PITTSBURGH,PA,15206-0742,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,,,"PO BOX 4742, PITTSBURGH, PA 15206-0742",,,,Unable to geocode this address to a single unambigous point.
209914,FRUIT TREE PLANTING FOUNDATION,community_nonprofit_orgs,4830,,69036,PO BOX 81881,,,,PITTSBURGH,PA,15217-0881,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Nonmonetary Support N.E.C.,,,"PO BOX 81881, PITTSBURGH, PA 15217-0881",,,,Unable to geocode this address to a single unambigous point.
209910,FRIENDSHIP COMMUNITY GROUP,community_nonprofit_orgs,4826,,69716,PO BOX 9180,,,,PITTSBURGH,PA,15224-0180,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Parks and Playgrounds,,,"PO BOX 9180, PITTSBURGH, PA 15224-0180",,,,Unable to geocode this address to a single unambigous point.
209900,FRIENDS OF THE OAKMONT LIBRARY,community_nonprofit_orgs,4816,,50400,PO BOX 432,,,,OAKMONT,PA,15139-0432,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,,,"PO BOX 432, OAKMONT, PA 15139-0432",,,,Unable to geocode this address to a single unambigous point.
209898,FRIENDS OF THE MUSIC LIBRARY CARNEGIE LIBRARY OF PITTSBURGH,community_nonprofit_orgs,4814,,53925,PO BOX 81090,,,,PITTSBURGH,PA,15217-0590,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,,,"PO BOX 81090, PITTSBURGH, PA 15217-0590",,,,Unable to geocode this address to a single unambigous point.
209882,FRIENDS OF QUAKER VALLEY SCHOOLS,community_nonprofit_orgs,4798,,46536,PO BOX 29,,,,SEWICKLEY,PA,15143-0029,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Elementary, Secondary Educatio",,,"PO BOX 29, SEWICKLEY, PA 15143-0029",,,,Unable to geocode this address to a single unambigous point.
209877,FRIENDS OF KILBUCK LODGE,community_nonprofit_orgs,4793,,54791,PO BOX 33,,,,OAKDALE,PA,15071-0033,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Boys Clubs,,,"PO BOX 33, OAKDALE, PA 15071-0033",,,,Unable to geocode this address to a single unambigous point.
209871,FRIENDS OF HOPITAL ALBERT SCHWEITZER HAITI INC,community_nonprofit_orgs,4787,,52226,PO BOX 81026,,,,PITTSBURGH,PA,15217-0526,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Single Organization Support,,,"PO BOX 81026, PITTSBURGH, PA 15217-0526",,,,Unable to geocode this address to a single unambigous point.
209866,FRIENDS OF CAPA,community_nonprofit_orgs,4782,,55082,PO BOX 90296,,,,PITTSBURGH,PA,15224-0796,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Scholarships, Student Financia",,,"PO BOX 90296, PITTSBURGH, PA 15224-0796",,,,Unable to geocode this address to a single unambigous point.
209863,FRIENDS OF ALLEGHENY COUNTY SHERIFFS OFFICE K9 UNIT,community_nonprofit_orgs,4779,,64598,ROOM 112 COURTHOUSE,,,,PITTSBURGH,PA,15219-0000,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Fund Raising and/or Fund Distr,,,"ROOM 112 COURTHOUSE, PITTSBURGH, PA 15219-0000",,,,Unable to geocode this address to a single unambigous point.
209862,FRIENDS AND FAMILY INITIATIVE,community_nonprofit_orgs,4778,,72673,807 EAST PITTSBURGH MALL APT 5,,,,EAT PITTSBURGH,PA,15112-1254,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Human Service Organizations -,40.4004712554618,-79.8352923701954,"807 EAST PITTSBURGH MALL APT 5, EAT PITTSBURGH, PA 15112-1254",Point,42003510000,East Pittsburgh Borough,"There are 2 parcels that contain the point (-79.8352923701954, 40.4004712554618)."
201984,Covenant-Community Presbyterian,faith-based_facilities,11537,,912,1630 Greentree Rd,,,,Pittsburgh,PA,15220-1996,,,,,,www.ccpcusa.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4008241411696,-80.0645889371051,"1630 Greentree Rd, Pittsburgh, PA 15220-1996",Point,42003470502,Scott Township,OK
201977,Concordian Lutheran Ministries,faith-based_facilities,11530,,593,134 Marwood Rd,,,,Cabot,PA,16023,,,,,,,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,,,"134 Marwood Rd, Cabot, PA 16023",,,,Unable to geocode this address to a single unambigous point.
201974,Community Presbyterian Church of Avalon,faith-based_facilities,11527,,490,7501 Church Avenue,,,,Bellevue,PA,15202,,,,,,www.cpcba.com,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.5100619814733,-80.0875329645353,"7501 Church Avenue, Bellevue, PA 15202",Point,42003434000,Ben Avon Borough,OK
209797,FRAZER TWP VOL FIRE DEPT NO 2,community_nonprofit_orgs,4713,,69760,PO BOX 132,,,,CREIGHTON,PA,15030-0132,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Fire Prevention, Protection, C",,,"PO BOX 132, CREIGHTON, PA 15030-0132",,,,Unable to geocode this address to a single unambigous point.
209785,FRATERNAL ASSOCIATION OF PROFESSIONAL PARAMEDICS,community_nonprofit_orgs,4701,,46913,PO BOX 8454,,,,PITTSBURGH,PA,15220-0454,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,,,"PO BOX 8454, PITTSBURGH, PA 15220-0454",,,,Unable to geocode this address to a single unambigous point.
209779,FRANKLIN C SNYDER-LONGUE VUE CLUB EMPLOYEE SCHOLARSHIP FUND,community_nonprofit_orgs,4695,,43803,400 LONGUE VUE DR,,,,VERONA,PA,15147-1716,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Scholarships, Student Financia",40.4813286170165,-79.8587201693366,"400 LONGUE VUE DR, VERONA, PA 15147-1716",Point,42003523100,Penn Hills Municipality,OK
201973,Community Presbyterian Church Of Ben Avon,faith-based_facilities,11526,,795,7501 Church Ave,,,,Pittsburgh,PA,15202-1805,,,,,,http://cpcba.squarespace.com,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.5100619814733,-80.0875329645353,"7501 Church Ave, Pittsburgh, PA 15202-1805",Point,42003434000,Ben Avon Borough,OK
209750,FOX CHAPEL RACQUET CLUB,community_nonprofit_orgs,4666,,45542,SQUAW RUN HUNT ROAD,,,,PITTSBURGH,PA,15238-0000,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,,,"SQUAW RUN HUNT ROAD, PITTSBURGH, PA 15238-0000",,,,Unable to geocode this address to a single unambigous point.
209748,FOX CHAPEL KILLER WHALES INC,community_nonprofit_orgs,4664,,50676,PO BOX 111584,,,,PITTSBURGH,PA,15238-0984,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Personal Social Services,,,"PO BOX 111584, PITTSBURGH, PA 15238-0984",,,,Unable to geocode this address to a single unambigous point.
209744,FOX CHAPEL DISTRICT ASSOCIATION,community_nonprofit_orgs,4660,,45348,PO BOX 111595,,,,PITTSBURGH,PA,15238-0995,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,,,"PO BOX 111595, PITTSBURGH, PA 15238-0995",,,,Unable to geocode this address to a single unambigous point.
209741,FOX CHAPEL CONSERVATION TRUST INC,community_nonprofit_orgs,4657,,46843,PO BOX 11286,,,,PITTSBURGH,PA,15238-0286,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,,,"PO BOX 11286, PITTSBURGH, PA 15238-0286",,,,Unable to geocode this address to a single unambigous point.
209734,FOWNES FOUNDATION,community_nonprofit_orgs,4650,,49978,PO BOX 162,,,,OAKMONT,PA,15139-0162,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Arts, Culture, and Humanities",,,"PO BOX 162, OAKMONT, PA 15139-0162",,,,Unable to geocode this address to a single unambigous point.
209733,FOURTH RIVER SOLUTIONS,community_nonprofit_orgs,4649,,65102,PO BOX 90269,,,,PITTSBURGH,PA,15224-0769,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Alliance/Advocacy Organization,,,"PO BOX 90269, PITTSBURGH, PA 15224-0769",,,,Unable to geocode this address to a single unambigous point.
209716,FOSTERCAT INC,community_nonprofit_orgs,4632,,52204,PO BOX 23414,,,,PITTSBURGH,PA,15222-6414,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Animal Protection and Welfare,,,"PO BOX 23414, PITTSBURGH, PA 15222-6414",,,,Unable to geocode this address to a single unambigous point.
210124,GLENDALE VOLUNTEER FIREMENS ASSOCIATION INC,community_nonprofit_orgs,5040,,43714,100 CREEK ST,,,,CARNEGIE,PA,15106-3305,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,40.4020247727298,-80.0878688912911,"100 CREEK ST, CARNEGIE, PA 15106-3305",Point,42003470600,Scott Township,OK
210112,GLADNEY CENTER FOR ADOPTION (PITTSBURGH GFA),community_nonprofit_orgs,5028,,55336,477 AMSLER RIDGE RD,,,,SEWICKLEY,PA,15143-8201,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Adoption,,,"477 AMSLER RIDGE RD, SEWICKLEY, PA 15143-8201",,,,Unable to geocode this address to a single unambigous point.
210100,GIFT OF LIFE - A LUCAS GOELLER FOUNDATION,community_nonprofit_orgs,5016,,72995,PO BOX 576,,,,INDIANOLA,PA,15051-0576,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Human Service Organizations -,,,"PO BOX 576, INDIANOLA, PA 15051-0576",,,,Unable to geocode this address to a single unambigous point.
207272,AIST FOUNDATION,community_nonprofit_orgs,2188,,19292,186 THORN HILL RD,,,,WARRENDALE,PA,15086-7528,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Corporate Foundations,,,"186 THORN HILL RD, WARRENDALE, PA 15086-7528",,,,Unable to geocode this address to a single unambigous point.
207269,AIRPORT ARTIC FOXES YOUTH HOCKEY ASSOCIATION,community_nonprofit_orgs,2185,,34372,PO BOX 11144,,,,PITTSBURGH,PA,15237-0444,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Winter Sports (Snow and Ice),,,"PO BOX 11144, PITTSBURGH, PA 15237-0444",,,,Unable to geocode this address to a single unambigous point.
207266,AIR CONDITIONING CONTRACTORS OF WESTERN PENNSYLVANIA,community_nonprofit_orgs,2182,,48328,522 E VANDERBILT DR,,,,MARS,PA,16046-2370,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,,,"522 E VANDERBILT DR, MARS, PA 16046-2370",,,,Unable to geocode this address to a single unambigous point.
207260,AHI-WEST DEER INC,community_nonprofit_orgs,2176,,19000,803 E PITTSBURGH MALL,,,,E PITTSBURGH,PA,15112-1207,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,,,"803 E PITTSBURGH MALL, E PITTSBURGH, PA 15112-1207",,,,Unable to geocode this address to a single unambigous point.
207250,AGAPE CHRISTIAN MINISTRIES,community_nonprofit_orgs,2166,,39685,PO BOX 5266,,,,PITTSBURGH,PA,15206-0266,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Christian,,,"PO BOX 5266, PITTSBURGH, PA 15206-0266",,,,Unable to geocode this address to a single unambigous point.
207249,AGAPE CHRISTIAN FELLOWSHIP OF PITTSBURGH INC,community_nonprofit_orgs,2165,,39685,PO BOX 5266,,,,PITTSBURGH,PA,15206-0266,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,,,"PO BOX 5266, PITTSBURGH, PA 15206-0266",,,,Unable to geocode this address to a single unambigous point.
207246,AFRO-AMERICAN HISTORICAL AND GENEALOGICAL SOCIETY (PITTSBURGH CHAPTER),community_nonprofit_orgs,2162,,51507,PO BOX 99893,,,,PITTSBURGH,PA,15233-4893,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,,,"PO BOX 99893, PITTSBURGH, PA 15233-4893",,,,Unable to geocode this address to a single unambigous point.
207239,AFRICABOOKBAGZ,community_nonprofit_orgs,2155,,65259,PO BOX 8363,,,,PITTSBURGH,PA,15218-0363,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Youth Development Programs, Ot",,,"PO BOX 8363, PITTSBURGH, PA 15218-0363",,,,Unable to geocode this address to a single unambigous point.
206729,The Other Place,restaurants,28802,,80940,2500 Swallow Hill Road,,,,Pittsburgh,PA,15220,,,,,,,,,,,,0,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,,,"2500 Swallow Hill Road, Pittsburgh, PA 15220",,,,Unable to geocode this address to a single unambigous point.
206726,The Original Oyster House,restaurants,28799,,77375,5 McMasters Way,,,,Pittsburgh,PA,15222,,,,,,,,,,,,126,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,,,"5 McMasters Way, Pittsburgh, PA 15222",,,,Unable to geocode this address to a single unambigous point.
206724,The Original BSB's,restaurants,28797,,83510,1734 Pine Hollow Road,,,,Mc Kees Rocks,PA,15136,,,,,,,,,,,,12,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,,,"1734 Pine Hollow Road, Mc Kees Rocks, PA 15136",,,,Unable to geocode this address to a single unambigous point.
206723,The Olive Garden #1675,restaurants,28796,,81418,1010 Pittsburgh Mills  Boulevard,,,,Tarentum,PA,15084,,,,,,,,,,,,225,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,40.5700852194323,-79.7985909702106,"1010 Pittsburgh Mills  Boulevard, Tarentum, PA 15084",Point,42003405000,Frazer Township,OK
206720,The Olive Garden #1309,restaurants,28793,,79504,8400 McKnight Road,,,,Pittsburgh,PA,15237,,,,,,,,,,,,333,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,,,"8400 McKnight Road, Pittsburgh, PA 15237",,,,Unable to geocode this address to a single unambigous point.
206712,The Nest ,restaurants,28785,,82922,9000 Babcock,,,,Pittsburgh,PA,15237,,,,,,,,,,,,20,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,40.5685922750782,-80.014489423372,"9000 Babcock, Pittsburgh, PA 15237",Point,42003413500,McCandless Township,OK
206698,The Mattress Factory / Box Spring Caf̩,restaurants,28771,,81590,500 Sampsonia Way,,,,Pittsburgh,PA,15212,,,,,,,,,,,,30,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,40.456966688686,-80.0123694615272,"500 Sampsonia Way, Pittsburgh, PA 15212",Point,42003250300,Pittsburgh,OK
206679,The Grotto,restaurants,28752,,82435,401 Perry Highway,,,,Pittsburgh,PA,15229,,,,,,,,,,,,71,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,,,"401 Perry Highway, Pittsburgh, PA 15229",,,,Unable to geocode this address to a single unambigous point.
206677,The Green Mango,restaurants,28750,,83647,3461 William Penn Highway,,,,Pittsburgh,PA,15235,,,,,,,,,,,,36,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,,,"3461 William Penn Highway, Pittsburgh, PA 15235",,,,Unable to geocode this address to a single unambigous point.
206666,The Elbow Room,restaurants,28739,,83207,201 5th Ave,,,,Mc Keesport,PA,15132,,,,,,,,,,,,46,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,,,"201 5th Ave, Mc Keesport, PA 15132",,,,Unable to geocode this address to a single unambigous point.
206635,The Cafe' at the Landing,restaurants,28708,,83234,330 Hookstown Grade,,,,Coraopolis,PA,15108,,,,,,,,,,,,60,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,40.4782483720607,-80.1932973246125,"330 Hookstown Grade, Coraopolis, PA 15108",Point,42003451300,Moon Township,OK
206623,The Bakerstown Group,restaurants,28696,,83082,6044 Wm Flynn Highway,,,,Bakerstown,PA,15007,,,,,,,,,,,,34,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,,,"6044 Wm Flynn Highway, Bakerstown, PA 15007",,,,Unable to geocode this address to a single unambigous point.
206600,Texas de Brazil Churrascaria ,restaurants,28673,,82467,204 Bessemer Street,,,,Pittsburgh,PA,15219,,,,,,,,,,,,162,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,,,"204 Bessemer Street, Pittsburgh, PA 15219",,,,Unable to geocode this address to a single unambigous point.
206571,Target #1270  / Starbucks Cafe ,restaurants,28644,,84220,1717 Lebanon Church Road,,,,Pittsburgh,PA,15236,,,,,,,,,,,,8,,,,,,,,,FIX,,,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,,,,,,,"1717 Lebanon Church Road, Pittsburgh, PA 15236",,,,Unable to geocode this address to a single unambigous point.
